,id,name,win_count,second_place_count,third_place_count,unplaced_count,grade_race_count,grade_race_win,stakes_race_count,stakes_race_win,general_race_count,general_race_win,turf_race_count,turf_race_win,dart_race_count,dart_race_win,win_ratio,in_second_place_ratio,in_third_place_ratio,prize
606,o_0keZl3TEF0d,下河辺牧場,0,0,1,11,0,0,0,0,12,0,3,0,9,0,0.0,0.0,0.083,250.0
607,o_8EVjJzTEF0d,萩本企画,0,0,0,3,1,0,2,0,0,0,3,0,0,0,0.0,0.0,0.0,250.0
608,o_8EVFl3TEF0d,荻伏服部牧場,0,0,0,13,0,0,4,0,9,0,6,0,7,0,0.0,0.0,0.0,235.0
609,o_4EVNNTTE1ke,野田善己,0,0,0,8,0,0,1,0,7,0,6,0,2,0,0.0,0.0,0.0,235.0
610,o_4keFFTTEFUe,下井道博,0,0,0,3,0,0,2,0,1,0,2,0,1,0,0.0,0.0,0.0,230.0
611,o_4karh3TEF0d,三石川上牧場,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,225.0
612,o_0EVNNTTE10d,鈴木照雄,0,0,0,27,0,0,6,0,21,0,8,0,17,0,0.0,0.0,0.0,222.0
613,o_0ERJRzTEFke,ＴＵＲＦＩＬＳ,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,220.0
614,o_0kaZFTTEFUM,吉岡泰治,0,0,0,10,0,0,1,0,9,0,3,0,7,0,0.0,0.0,0.0,210.0
615,o_8EVnVTTE1ke,服部統祥,0,0,1,5,0,0,1,0,5,0,3,0,3,0,0.0,0.0,0.167,205.0
616,o_0keNRTTE1ke,冨士井直哉,0,0,1,14,0,0,6,0,9,0,4,0,11,0,0.0,0.0,0.067,205.0
617,o_8ERVhXTEFUM,戸山光男,0,0,1,11,0,0,0,0,12,0,0,0,12,0,0.0,0.0,0.083,205.0
618,o_0ERFhXTEFEN,平田修,0,0,0,10,0,0,0,0,10,0,4,0,6,0,0.0,0.0,0.0,205.0
619,o_8ERjhXTEFkM,高橋信博,0,1,0,3,0,0,1,0,3,0,3,0,1,0,0.0,0.25,0.25,200.0
620,o_4keVBTTE10d,田島大史,0,1,0,4,0,0,0,0,5,0,2,0,3,0,0.0,0.2,0.2,200.0
621,o_0ERjd3TEFke,ＦＴＵ,0,1,0,3,0,0,0,0,4,0,4,0,0,0,0.0,0.25,0.25,200.0
622,o_0kaZRTTEFkM,片岡正雄,0,1,0,4,0,0,0,0,5,0,1,0,4,0,0.0,0.2,0.2,200.0
623,o_0keRVTTE1ke,高田秀信,0,1,0,2,0,0,1,0,2,0,1,0,2,0,0.0,0.333,0.333,200.0
624,o_4keJhXTEFEe,儀賀好子,0,1,0,3,0,0,0,0,4,0,3,0,1,0,0.0,0.25,0.25,200.0
625,o_4kaRl3TEF0d,エーティー,0,1,0,2,0,0,0,0,3,0,3,0,0,0,0.0,0.333,0.333,200.0
626,o_0keRFTTE1ke,増田和啓,0,1,0,9,0,0,1,0,9,0,7,0,3,0,0.0,0.1,0.1,200.0
627,o_8EVZhXTEFkM,伊藤信之,0,1,0,2,0,0,0,0,3,0,0,0,3,0,0.0,0.333,0.333,200.0
628,o_0ERBJjT6F0d,アルツト組合,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0.0,0.5,0.5,200.0
629,o_4keNVTTE1ke,杉澤真吾,0,1,0,5,0,0,0,0,6,0,2,0,4,0,0.0,0.167,0.167,200.0
630,o_4EVNlXTEFkM,関駿也,0,1,0,5,0,0,0,0,6,0,0,0,4,0,0.0,0.167,0.167,200.0
631,o_8ERNpXTE10d,西野晴夫,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0.0,0.5,0.5,200.0
632,o_4kaJpXTEFUM,井上基之,0,0,1,8,2,0,1,0,6,0,3,0,2,0,0.0,0.0,0.111,200.0
633,o_4kenJzTEF0d,サトー,0,0,1,10,1,0,2,0,8,0,7,0,4,0,0.0,0.0,0.091,200.0
634,o_4EVrVTTE1ke,中嶋宏,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.5,200.0
635,o_8EVNBTTE1ke,佐伯由加理,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.0,200.0
636,o_4EVFpXTEFEN,山田裕仁,0,0,0,10,0,0,2,0,8,0,4,0,6,0,0.0,0.0,0.0,200.0
637,o_0ERJNzTEFke,ブルースターズファーム,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,200.0
638,o_4EVVBTTEFUN,中野銀十,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0.0,0.0,0.0,200.0
639,o_0ERFVTTE1Ee,菅原富美子,0,0,0,11,0,0,0,0,11,0,0,0,11,0,0.0,0.0,0.0,197.0
640,o_4EVFpXTEFkM,吉田喜代司,0,0,0,5,0,0,0,0,5,0,2,0,2,0,0.0,0.0,0.0,195.0
641,o_4kaFlXTE10d,小野建,0,0,1,5,0,0,1,0,5,0,0,0,6,0,0.0,0.0,0.167,190.0
642,o_4ERjRTTE10d,杉本豊,0,0,1,10,0,0,1,0,10,0,1,0,10,0,0.0,0.0,0.091,190.0
643,o_4kaBVTTEFUN,冨沢敦子,0,0,1,3,0,0,1,0,3,0,4,0,0,0,0.0,0.0,0.25,190.0
644,o_4kenVTTEFUe,北山敏隆,0,0,0,10,0,0,2,0,8,0,7,0,1,0,0.0,0.0,0.0,183.0
645,o_4kerRTTE1ke,山口裕介,0,0,0,15,0,0,0,0,15,0,1,0,14,0,0.0,0.0,0.0,182.0
646,o_0kendXTEFUe,梅村浩,0,0,0,8,0,0,4,0,4,0,0,0,8,0,0.0,0.0,0.0,182.0
647,o_4EVRlXTEFEN,釘田義広,0,0,0,5,1,0,4,0,0,0,5,0,0,0,0.0,0.0,0.0,182.0
648,o_4keBFTTEFkM,難波澄子,0,0,1,5,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.167,180.0
649,o_4keJpXTE1ke,中村忠彦,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,180.0
650,o_0EVVVzTEF0d,キラット・ワン,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.5,180.0
651,o_8ERrFTTE10d,山口敦広,0,0,1,12,0,0,1,0,12,0,2,0,11,0,0.0,0.0,0.077,180.0
652,o_0keNpXTE10d,成塚清志,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0.0,0.0,0.0,180.0
653,o_0kaVRTTE1ke,野嶋祥二,0,0,0,6,0,0,3,0,3,0,6,0,0,0,0.0,0.0,0.0,175.0
654,o_0kaRVTTE1ke,阿部友弘,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,175.0
655,o_4kejlXTEFUe,西村新一郎,0,0,0,16,0,0,0,0,16,0,3,0,9,0,0.0,0.0,0.0,170.0
656,o_4EVBBTTEFUe,久保佳和,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,160.0
657,o_0kejJTTE1ke,早野誠,0,0,0,3,0,0,1,0,2,0,3,0,0,0,0.0,0.0,0.0,160.0
658,o_0EVVVTTE1ke,福島祐子,0,0,0,15,0,0,2,0,13,0,3,0,12,0,0.0,0.0,0.0,160.0
659,o_0EVRRTTE1ke,江上幸隆,0,0,0,9,0,0,1,0,8,0,4,0,5,0,0.0,0.0,0.0,160.0
660,o_8EVFJzTEF0d,宮内牧場,0,0,0,12,0,0,1,0,11,0,3,0,9,0,0.0,0.0,0.0,160.0
661,o_0ERVFTTE10d,岡田隆寛,0,0,0,11,0,0,0,0,11,0,2,0,9,0,0.0,0.0,0.0,157.5
662,o_0ERrJzTEFke,合同会社東堂,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.5,150.0
663,o_0kaVBTTE10d,辻大作,0,0,1,2,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.333,150.0
664,o_4EVZJTTEFkM,尾上松壽,0,0,0,8,0,0,1,0,7,0,0,0,8,0,0.0,0.0,0.0,150.0
665,o_0ERZNjT6F0d,ホースアディクト,0,0,0,8,0,0,0,0,8,0,1,0,7,0,0.0,0.0,0.0,150.0
666,o_4ERZFTTE10d,大島昌也,0,0,0,4,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.0,150.0
667,o_0EVJNTTEFUe,村上義勝,0,0,0,13,0,0,0,0,13,0,10,0,3,0,0.0,0.0,0.0,150.0
668,o_4EVNVTTEFUe,廣崎利洋,0,0,0,6,0,0,2,0,4,0,3,0,3,0,0.0,0.0,0.0,150.0
669,o_0EVZRTTE1ke,小林正和,0,0,0,4,1,0,3,0,0,0,4,0,0,0,0.0,0.0,0.0,150.0
670,o_4EVjhXTEFkM,齊藤直信,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,150.0
671,o_8ERNJTTEFEN,桑畑隆信,0,0,0,4,0,0,3,0,1,0,3,0,1,0,0.0,0.0,0.0,150.0
672,o_4keZRTTEFEN,飯田総一郎,0,0,0,8,0,0,1,0,7,0,4,0,4,0,0.0,0.0,0.0,150.0
673,o_0kaZVzTEF0d,丸幸小林牧場,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0.0,0.0,0.0,150.0
674,o_4kejFTTEFkM,瀬谷隆雄,0,0,0,12,3,0,4,0,5,0,12,0,0,0,0.0,0.0,0.0,150.0
675,o_4ERNlXTE10d,千葉正人,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,150.0
676,o_8ERRVTTE1ke,松谷翔太,0,0,0,4,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.0,150.0
677,o_4kaZVTTEF0M,飯田良枝,0,0,0,7,0,0,0,0,7,0,4,0,3,0,0.0,0.0,0.0,140.0
678,o_4ERjNTTE10d,藤澤眞佐子,0,0,0,6,0,0,0,0,6,0,3,0,3,0,0.0,0.0,0.0,137.5
679,o_4kenpXTEFUe,辻俊夫,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,135.0
680,o_8EVBpXTEFkM,東哲次,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,135.0
681,o_0kaBFTTE1ke,花村誠,0,0,1,5,0,0,1,0,5,0,2,0,4,0,0.0,0.0,0.167,130.0
682,o_8ERnh3TEF0d,太陽光,0,0,1,3,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.25,130.0
683,o_4keZlXTE1ke,山際辰夫,0,0,1,2,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.333,130.0
684,o_0kerBTTE10d,道永幸治,0,0,1,2,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.333,130.0
685,o_0ERnJzTEFke,レッドマジック,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.5,130.0
686,o_0ERRFTTEFEN,戸佐眞弓,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.5,130.0
687,o_0EVRpXTEF0M,堀川三郎,0,0,1,6,0,0,0,0,7,0,3,0,4,0,0.0,0.0,0.143,130.0
688,o_8ERRVTTEFUN,加藤哲郎,0,0,1,5,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.167,130.0
689,o_8EVnNTTE1ke,田中純一,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.5,130.0
690,o_4kenBTTEFkM,福本圭佐,0,0,1,2,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.333,130.0
691,o_4ERNRTTEFUe,伊藤誠吉,0,0,1,2,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.333,130.0
692,o_4ERjVTTE1ke,吉田昌久,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1.0,130.0
693,o_4EVrFTTE10d,山本剛史,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.5,130.0
694,o_4kaBpXTE1ke,木村廣太,0,0,0,5,0,0,0,0,5,0,2,0,2,0,0.0,0.0,0.0,128.0
695,o_0kajNzTEF0d,富田牧場,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,125.0
696,o_4kaJdXTE1ke,大島豊彦,0,0,0,12,0,0,0,0,12,0,4,0,8,0,0.0,0.0,0.0,125.0
697,o_0ERFNzTEFke,吉川潤,0,0,0,15,0,0,0,0,15,0,5,0,10,0,0.0,0.0,0.0,125.0
698,o_4kaVRTTE1ke,里見治紀,0,0,0,4,0,0,0,0,4,0,2,0,2,0,0.0,0.0,0.0,125.0
699,o_0EVjpXTE1ke,橋元幸人,0,0,0,6,0,0,1,0,5,0,2,0,4,0,0.0,0.0,0.0,125.0
700,o_4kaJdXTE1ke,大島豊彦,0,0,0,12,0,0,0,0,12,0,4,0,8,0,0.0,0.0,0.0,125.0
701,o_0ERFNzTEFke,吉川潤,0,0,0,15,0,0,0,0,15,0,5,0,10,0,0.0,0.0,0.0,125.0
702,o_0kaNJTTE1ke,尾田信夫,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,110.0
703,o_8EVnpXTE1ke,竹下千亜子,0,0,0,3,0,0,2,0,1,0,3,0,0,0,0.0,0.0,0.0,110.0
704,o_0EVVRTTE1ke,山下良子,0,0,0,9,0,0,0,0,9,0,2,0,7,0,0.0,0.0,0.0,110.0
705,o_8ERNFTTE1ke,中山泰志,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,110.0
706,o_0keZlXTEFEN,古川智洋,0,0,0,6,0,0,1,0,5,0,3,0,3,0,0.0,0.0,0.0,110.0
707,o_0ERJhnT6F0d,ザ・チャンピオンズ,0,0,0,5,0,0,0,0,5,0,3,0,2,0,0.0,0.0,0.0,110.0
708,o_0ERJJjT6F0d,ケンレーシング組合,0,0,0,8,0,0,1,0,7,0,3,0,5,0,0.0,0.0,0.0,110.0
709,o_0keZVTTEFEN,皆川博文,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,110.0
710,o_0ERBRTTEl1d,李柱坤,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,110.0
711,o_8EVVlXTEFkM,塚本能交,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,110.0
712,o_0kendXTE1ke,佐藤理,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,110.0
713,o_4keBlXTEFUe,玉井宏和,0,0,0,6,0,0,1,0,5,0,1,0,5,0,0.0,0.0,0.0,110.0
714,o_8EVnJTTEFUe,山住れい子,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,110.0
715,o_0ERZBzTEFke,リトルブルーファーム,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,110.0
716,o_4kenJTTEFUe,万波健二,0,0,0,9,0,0,0,0,9,0,5,0,4,0,0.0,0.0,0.0,110.0
717,o_4ERrpXTEFkM,村田哲朗,0,0,0,11,0,0,0,0,11,0,2,0,9,0,0.0,0.0,0.0,105.0
718,o_4EVBNTTEF0M,藤原正一,0,0,0,9,0,0,0,0,9,0,0,0,8,0,0.0,0.0,0.0,105.0
719,o_0kajpXTE1ke,永井秀貴,0,0,0,3,0,0,1,0,2,0,2,0,1,0,0.0,0.0,0.0,105.0
720,o_4EVZlXTEFUe,福原正博,0,0,0,9,0,0,0,0,9,0,8,0,1,0,0.0,0.0,0.0,100.0
721,o_0EVNJTTE10d,助川啓一,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0.0,0.0,0.0,100.0
722,o_8EVNNTTE1ke,松井晴彦,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,100.0
723,o_0kanNTTE1ke,吉岡隆,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.0,100.0
724,o_4ERjdXTEFkM,畔柳年言,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,90.0
725,o_0kaZlXTEFUe,國武佳博,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,90.0
726,o_0EVZJTTE1ke,小濱忠一,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,90.0
727,o_4keVFTTE1ke,会田浩史,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,90.0
728,o_0EVFFzTEF0d,日東牧場,0,0,0,11,0,0,4,0,7,0,2,0,9,0,0.0,0.0,0.0,90.0
729,o_4kaNVTTEFkM,菊池昭雄,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,78.0
730,o_0kanRTTEFUN,岩崎僖澄,0,0,0,23,0,0,0,0,23,0,2,0,19,0,0.0,0.0,0.0,78.0
731,o_0keNFTTEFkM,田上雅春,0,0,0,6,0,0,2,0,4,0,4,0,0,0,0.0,0.0,0.0,78.0
732,o_4ERrVTTEFkM,永井冨佐子,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,78.0
733,o_4keBhXTE1ke,菅野守雄,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,75.0
734,o_8EVRdXTEFUN,田邉廣己,0,0,0,6,0,0,1,0,5,0,2,0,4,0,0.0,0.0,0.0,75.0
735,o_4EVRRTTEFUN,岡田勇,0,0,0,5,0,0,3,0,2,0,3,0,2,0,0.0,0.0,0.0,75.0
736,o_0kaFVTTE1ke,高橋佑吉,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,75.0
737,o_4kaFhXTE1ke,三野順一郎,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,75.0
738,o_4kaFhXTE10d,密山根成,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,75.0
739,o_4kenBTTEFUM,小林茂行,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,75.0
740,o_0EVNdXTEF0M,荒井壽明,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,75.0
741,o_4kaNpXTE1ke,永野雄介,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,75.0
742,o_8ERrFTTEFUe,長谷川光司,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,75.0
743,o_8EVVVTTE10d,井上久光,0,0,0,9,0,0,1,0,8,0,2,0,5,0,0.0,0.0,0.0,75.0
744,o_0ERJlnT6F0d,スリースターズレーシング,0,0,0,5,0,0,1,0,4,0,4,0,1,0,0.0,0.0,0.0,75.0
745,o_0keZVTTE10d,宮田直也,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,75.0
746,o_4keVpXTE1ke,古川淳,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,75.0
747,o_0kejNTTEFEN,山本茂,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,75.0
748,o_0kaJJTTEFkM,小林博雄,0,0,0,16,0,0,0,0,16,0,4,0,11,0,0.0,0.0,0.0,75.0
749,o_0ERBNTTEl1d,荒牧政美,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,75.0
750,o_0EVNdXTEF0M,荒井壽明,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,75.0
751,o_8ERrFTTEFUe,長谷川光司,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,75.0
752,o_8EVVVTTE10d,井上久光,0,0,0,9,0,0,1,0,8,0,2,0,5,0,0.0,0.0,0.0,75.0
753,o_0ERJlnT6F0d,スリースターズレーシング,0,0,0,5,0,0,1,0,4,0,4,0,1,0,0.0,0.0,0.0,75.0
754,o_0keZVTTE10d,宮田直也,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,75.0
755,o_4keVpXTE1ke,古川淳,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,75.0
756,o_0kejNTTEFEN,山本茂,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,75.0
757,o_0kaJJTTEFkM,小林博雄,0,0,0,16,0,0,0,0,16,0,4,0,11,0,0.0,0.0,0.0,75.0
758,o_0ERBNTTEl1d,荒牧政美,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,75.0
759,o_0kaFFTTEFEN,田畑憲士,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,72.0
760,o_4kaJhXTE1ke,矢野崇志,0,0,0,4,0,0,1,0,3,0,0,0,4,0,0.0,0.0,0.0,72.0
761,o_8EVrRTTEF0M,中西憲治,0,0,0,5,0,0,1,0,4,0,1,0,4,0,0.0,0.0,0.0,72.0
762,o_0kanhXTE1ke,多田賢司,0,0,0,5,0,0,0,0,5,0,4,0,1,0,0.0,0.0,0.0,60.0
763,o_4kardXTEFUe,藤本幸雄,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,60.0
764,o_4ERrpXTE1ke,齋藤秀昭,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,60.0
765,o_4ERNVTTE1ke,醍醐徹,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,60.0
766,o_4keBlXTE1ke,桑畑夏美,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,60.0
767,o_4kerJTTE1ke,柴一男,0,0,0,5,0,0,0,0,5,0,4,0,1,0,0.0,0.0,0.0,50.0
768,o_0kaZlXTE1ke,村瀬寛紀,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,50.0
769,o_4kaJNTTEF0M,黒澤尚,0,0,0,6,0,0,0,0,6,0,2,0,4,0,0.0,0.0,0.0,50.0
770,o_4ERNRTTE10d,木村永浩,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0.0,0.0,0.0,50.0
771,o_0keZpXTE10d,細谷武史,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,50.0
772,o_4kejNTTEFUe,下河邉行信,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,50.0
773,o_4ERFhXTE1ke,清水敏,0,0,0,9,0,0,2,0,7,0,6,0,3,0,0.0,0.0,0.0,50.0
774,o_0EVrNTTEFUe,小川敏夫,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,50.0
775,o_8ERnhXTEFkM,山口春夫,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,50.0
776,o_0kardXTEFkM,栗坂崇,0,0,0,5,0,0,1,0,4,0,2,0,3,0,0.0,0.0,0.0,50.0
777,o_0kerBTTEFUN,宮川秋信,0,0,0,14,0,0,3,0,11,0,7,0,7,0,0.0,0.0,0.0,50.0
778,o_4ERZJzTEF0d,川島牧場,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,50.0
779,o_0ERRNTTE10d,村山卓也,0,0,0,3,0,0,2,0,1,0,1,0,2,0,0.0,0.0,0.0,50.0
780,o_0keFhXTE1ke,藤田秀行,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,50.0
781,o_0EVJBTTE1ke,鈴木高幸,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,50.0
782,o_4ERVpXTEFkM,加藤信之,0,0,0,7,0,0,2,0,5,0,2,0,5,0,0.0,0.0,0.0,50.0
783,o_0EVBpXTEFkM,楠本勝美,0,0,0,9,0,0,0,0,9,0,6,0,3,0,0.0,0.0,0.0,50.0
784,o_4EVVNTTEFUM,水谷八重子,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,50.0
785,o_8EVZVTTE1ke,岩崎充利,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,50.0
786,o_0ERNdXTE10d,前田亘輝,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,50.0
787,o_4ERjl3TEF0d,貴悦,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,50.0
788,o_0ERJl3TEFke,パニオロ,0,0,0,6,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.0,50.0
789,o_0EVRRTTEFUe,長塩豊,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0.0,0.0,0.0,50.0
790,o_4kaJNTTEFUN,飯田政子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
791,o_8EVRlXTE10d,新井浩明,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
792,o_0karFTTEF0M,斎藤光政,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
793,o_4ERJlXTE1ke,小林祐介,0,0,0,5,0,0,1,0,4,0,3,0,2,0,0.0,0.0,0.0,0.0
794,o_4keBdXTE1ke,稲垣隆治,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
795,o_0kaZpXTEFkM,北村和江,0,0,0,4,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.0,0.0
796,o_4kerpXTE10d,湊義明,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
797,o_4kendXTEFkM,池上一馬,0,0,0,11,0,0,0,0,11,0,5,0,6,0,0.0,0.0,0.0,0.0
798,o_4ERJRTTE1ke,今中俊平,0,0,0,9,0,0,1,0,8,0,8,0,1,0,0.0,0.0,0.0,0.0
799,o_8ERnRzTEF0d,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,0,0,0,8,2,0,3,0,3,0,3,0,5,0,0.0,0.0,0.0,0.0
800,o_0ERrNjT6F0d,ジャスト・タイムクラブ,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.0,0.0
801,o_4ERJRTTEFEN,泉俊二,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
802,o_0EVJVTTEFEN,染谷幸雄,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
803,o_8ERVBTTE1ke,本多敏行,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
804,o_8ERnVTTEFkM,河村祥史,0,0,0,6,0,0,1,0,5,0,2,0,4,0,0.0,0.0,0.0,0.0
805,o_0ERFhXTEFUN,浜野順之助,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
806,o_4keVBTTE1ke,槙和美,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
807,o_0EVrFTTE1ke,米津佳昭,0,0,0,3,0,0,2,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0
808,o_4keFdXTEFUe,河野和香子,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,0.0
809,o_8EVRpXTE1ke,北嶋義三,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
810,o_0EVrlXTEFUN,臼倉勲,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
811,o_0ERFJTTE1Ee,谷謙介,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
812,o_4kerpXTE1ke,湯浅健司,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
813,o_4kaJBTTEFUN,遠藤喜松,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
