,id,name,race_horse_count,win_horse_count,race_count,win_count,grade_race_count,grade_race_win,stakes_race_count,stakes_race_win,general_race_count,general_race_win,turf_race_count,turf_race_win,dart_race_count,dart_race_win,win_ratio,earning_index,avg_turf_distance,avg_dart_distance
677,2001103018,ハットトリック,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
678,000a000169,ハンセル,3,0,5,0,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,0.0
679,000a000d74,ハンティングホーク,3,0,9,0,0,0,0,0,9,0,1,0,8,0,0.0,0.0,0.0,0.0
680,1986100672,バンブービギン,2,0,5,0,0,0,1,0,4,0,3,0,2,0,0.0,0.0,0.0,0.0
681,000a000d01,パークリージェント,3,0,11,0,0,0,1,0,10,0,2,0,9,0,0.0,0.0,0.0,0.0
682,1990109099,ヒシアリダー,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
683,1994105040,ビッグサンデー,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
684,1996190005,ファンタスティックライト,11,0,15,0,0,0,4,0,11,0,8,0,7,0,0.0,0.0,0.0,0.0
685,000a000d5b,フェアジャッジメント,1,0,3,0,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
686,1997103684,フサイチソニック,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
687,2001103312,ブラックタイド,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
688,000a000076,ブラッシングジョン,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
689,000a000d23,プラウドデボネア,1,0,3,0,0,0,2,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0
690,000a01052f,プレザントリーパーフェクト,2,0,5,0,0,0,0,0,5,0,3,0,2,0,0.0,0.0,0.0,0.0
691,1979101459,ホリスキー,2,0,5,0,0,0,1,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
692,1997110258,マルターズライオン,1,0,2,0,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
693,1988101069,ヤマニンゼファー,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
694,1983104853,ラグビーボール,1,0,3,0,1,0,2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0
695,1990109712,ランド,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
696,000a000d40,リドヘイム,1,0,2,0,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
697,2000101561,リンカーン,3,0,4,0,0,0,0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0
698,1999106738,ローエングリン,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
699,1993101237,ロイヤルタッチ,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
700,1981100841,ワカオライデン,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
701,000a000d02,ワッスルタッチ,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
702,000a000396,ワレンダー,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
